task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
27	91/bc9567	19632	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-27 11:29:05.461	2s	0ms	326.4%	26.7 MB	3.4 GB	5.1 MB	4.6 MB
28	e4/9bb260	19721	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-27 11:29:07.436	2.2s	1s	347.2%	154.4 MB	3.8 GB	7.9 MB	7.2 MB
29	e9/3a431c	19802	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-27 11:29:09.683	2s	1s	334.4%	22.2 MB	3.4 GB	12.1 MB	5.1 MB
30	91/f5bad2	19875	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-27 11:29:11.663	7.3s	6s	357.9%	732.1 MB	3.8 GB	35.5 MB	32.4 MB
31	c6/7540d8	19947	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-27 11:29:18.989	2.5s	1s	340.5%	83.7 MB	3.7 GB	7.8 MB	7.4 MB
32	02/b3a25d	20022	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	COMPLETED	0	2023-10-27 11:29:21.503	1.7s	0ms	124.0%	6.4 MB	220.9 MB	4.7 MB	5 KB
33	9f/3cad5c	20093	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-27 11:29:23.252	1.5s	1s	130.0%	6.5 MB	220.9 MB	7.3 MB	5 KB
34	c3/eafe37	20176	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2023-10-27 11:29:24.779	1.3s	0ms	120.3%	6.4 MB	220.9 MB	5.2 MB	5 KB
35	43/bc8de8	20246	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	COMPLETED	0	2023-10-27 11:29:26.116	2.5s	2s	135.7%	6.4 MB	220.9 MB	32.5 MB	5 KB
36	10/f6c2bd	20310	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	COMPLETED	0	2023-10-27 11:29:28.638	1.4s	0ms	133.3%	6.4 MB	220.9 MB	7.5 MB	5 KB
40	bf/d006d2	20413	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-27 11:29:30.127	1.5s	1s	123.1%	6.5 MB	220.9 MB	4.7 MB	5.4 KB
37	18/d147da	20519	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-27 11:29:31.672	1.3s	0ms	95.2%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
38	18/983683	20607	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-27 11:29:32.936	1.4s	0ms	133.3%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
41	9a/870416	20694	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-27 11:29:34.332	1.3s	1s	131.9%	6.7 MB	220.9 MB	7.3 MB	5.4 KB
39	51/f3d415	20781	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-27 11:29:35.684	1.1s	0ms	123.1%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
42	81/cfe258	20879	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2023-10-27 11:29:36.841	1.3s	0ms	121.7%	6.6 MB	220.9 MB	5.2 MB	5.4 KB
47	ff/bf11f1	20966	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-27 11:29:38.122	1.3s	0ms	114.3%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
46	e1/71a2cc	21059	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2023-10-27 11:29:39.488	1.5s	0ms	88.9%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
44	8f/ca31e7	21142	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-27 11:29:40.965	2.5s	1s	132.1%	6.6 MB	220.9 MB	32.5 MB	5.4 KB
48	78/90d976	21236	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-27 11:29:43.488	1.4s	0ms	132.4%	6.6 MB	220.9 MB	7.5 MB	5.4 KB
43	a4/28e0bf	21324	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 11:29:44.942	2s	1s	126.0%	7.8 MB	222.2 MB	4.7 MB	104.7 KB
51	b9/bcb384	21432	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 11:29:46.962	1.8s	1s	124.2%	7.4 MB	222.3 MB	7.5 MB	94.2 KB
49	71/818360	21524	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 11:29:48.795	1.9s	1s	125.6%	7.8 MB	222.2 MB	5.2 MB	138.8 KB
52	76/7f7213	21591	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5743893)	COMPLETED	0	2023-10-27 11:29:50.782	4.5s	3s	98.7%	10.2 MB	16.4 MB	4.7 MB	4.6 MB
50	da/fd10e8	21695	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 11:29:55.282	7.3s	6s	122.8%	7.7 MB	222.2 MB	32.5 MB	99 KB
45	de/cdda2c	21775	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 11:30:02.573	2.4s	1s	123.7%	7.7 MB	222.2 MB	7.3 MB	104.4 KB
53	43/8961e1	21872	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5556343)	COMPLETED	0	2023-10-27 11:30:05.038	4.6s	4s	98.8%	12.2 MB	18.3 MB	7.3 MB	7.3 MB
54	bb/3ee15c	21944	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (SRR13500958)	COMPLETED	0	2023-10-27 11:30:09.642	3.5s	2s	99.6%	9.9 MB	15.9 MB	5.2 MB	5.1 MB
55	35/e4d5c1	22018	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5181310)	COMPLETED	0	2023-10-27 11:30:13.137	20.5s	20s	99.0%	27.3 MB	33.4 MB	32.5 MB	32.8 MB
56	96/05ee8b	22089	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5405022)	COMPLETED	0	2023-10-27 11:30:33.671	5.9s	5s	98.1%	11.3 MB	17.3 MB	7.4 MB	7.4 MB
57	40/4311f8	22165	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-27 11:30:39.606	2s	0ms	331.4%	26.1 MB	3.4 GB	4.7 MB	4.6 MB
58	b4/a37138	22263	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-27 11:30:41.632	2.4s	1s	348.5%	154.5 MB	3.8 GB	7.4 MB	7.2 MB
59	c5/473d89	22341	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-27 11:30:44.093	1.8s	1s	313.5%	26.4 MB	3.4 GB	5.2 MB	5.1 MB
60	b1/e6c5e9	22422	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-27 11:30:45.957	6.2s	5s	354.5%	742.8 MB	3.8 GB	32.9 MB	32.8 MB
61	09/5b4da1	22491	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-27 11:30:52.193	2.3s	1s	322.6%	24.1 MB	3.4 GB	7.5 MB	7.4 MB
63	ee/da3590	22578	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	COMPLETED	0	2023-10-27 11:30:54.552	1.5s	0ms	122.0%	6.4 MB	220.9 MB	4.7 MB	5 KB
62	f2/40b43e	22653	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5743893)	COMPLETED	0	2023-10-27 11:30:56.027	15.8s	15s	122.4%	85.8 MB	124.8 MB	71.9 MB	67.2 MB
64	71/99eacb	22776	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-27 11:31:11.842	1.7s	0ms	127.4%	6.4 MB	220.9 MB	7.3 MB	5 KB
65	dd/b55efb	22858	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5556343)	COMPLETED	0	2023-10-27 11:31:13.537	18s	17s	133.1%	151.4 MB	224.7 MB	113.3 MB	105.9 MB
67	61/bcc930	22932	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2023-10-27 11:31:31.561	1.3s	0ms	124.8%	6.4 MB	220.9 MB	5.2 MB	5 KB
66	aa/5997b2	23013	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SRR13500958)	COMPLETED	0	2023-10-27 11:31:32.921	12s	11s	115.6%	78.3 MB	118.2 MB	55.7 MB	50.4 MB
68	d1/a62157	23095	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	COMPLETED	0	2023-10-27 11:31:44.921	2.2s	1s	133.8%	6.5 MB	220.9 MB	32.9 MB	5 KB
69	9c/5297c0	23178	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5181310)	COMPLETED	0	2023-10-27 11:31:47.115	1m 10s	1m 9s	168.6%	557.7 MB	821.8 MB	558.7 MB	525.7 MB
70	cd/0c9f5e	23256	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	COMPLETED	0	2023-10-27 11:32:56.950	1.2s	0ms	126.6%	6.4 MB	220.9 MB	7.5 MB	5 KB
71	9c/f240c5	23336	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5405022)	COMPLETED	0	2023-10-27 11:32:58.199	21.7s	21s	127.7%	80.6 MB	119.3 MB	59.9 MB	52.3 MB
74	07/3d2a96	23472	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5743893)	COMPLETED	0	2023-10-27 11:33:19.881	8.4s	0ms	253.1%	5.6 MB	12.9 MB	4.7 MB	105.3 KB
72	91/0c8449	23540	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5743893)	COMPLETED	0	2023-10-27 11:33:28.331	2.2s	0ms	188.5%	5.8 MB	13.5 MB	4.7 MB	165.7 KB
73	74/eb666b	23621	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2023-10-27 11:33:30.564	16s	13s	257.9%	299 MB	7.7 GB	57.8 MB	852.6 KB
75	04/f03fa8	23702	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2023-10-27 11:33:46.564	2.1s	1s	173.7%	9 MB	14.7 MB	10.5 MB	5.2 KB
76	89/a49fcf	23799	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5556343)	COMPLETED	0	2023-10-27 11:33:48.668	1.6s	0ms	292.2%	5.3 MB	12.9 MB	7.4 MB	113.4 KB
78	50/e22365	23875	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5556343)	COMPLETED	0	2023-10-27 11:33:50.314	1.7s	0ms	290.3%	5.9 MB	13.5 MB	7.4 MB	182.8 KB
77	ee/645d4a	23949	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2023-10-27 11:33:52.035	16.7s	13s	245.6%	286.8 MB	7.7 GB	60.5 MB	854.4 KB
79	c4/a94f6d	24030	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2023-10-27 11:34:08.752	2.3s	1s	165.1%	11 MB	16.2 MB	10.5 MB	6 KB
81	b8/e7f424	24105	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SRR13500958)	COMPLETED	0	2023-10-27 11:34:11.064	1.6s	1s	212.7%	6.1 MB	13.5 MB	5.2 MB	221.3 KB
82	78/158fb9	24174	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SRR13500958)	COMPLETED	0	2023-10-27 11:34:12.691	1.4s	0ms	304.0%	5.6 MB	12.8 MB	5.3 MB	150 KB
80	e7/255fc8	24240	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2023-10-27 11:34:14.141	13.4s	10s	260.5%	248.8 MB	7.7 GB	58.4 MB	886.9 KB
83	fb/1adf41	24315	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2023-10-27 11:34:27.531	1.8s	0ms	197.8%	11 MB	16 MB	10.5 MB	4.4 KB
84	ec/7d3897	24400	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5181310)	COMPLETED	0	2023-10-27 11:34:29.342	3.2s	2s	294.8%	5.3 MB	12.9 MB	32.8 MB	199.4 KB
85	e7/7db759	24466	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5181310)	COMPLETED	0	2023-10-27 11:34:32.597	2.7s	1s	350.4%	5.7 MB	13.6 MB	32.9 MB	342.1 KB
86	65/9d5e53	24538	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5181310)	COMPLETED	0	2023-10-27 11:34:35.319	26.1s	23s	176.2%	292.2 MB	7.7 GB	86 MB	857.7 KB
87	d7/07c6e6	24624	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5181310)	COMPLETED	0	2023-10-27 11:35:01.431	2.2s	0ms	178.5%	10.4 MB	15.5 MB	10.5 MB	6.1 KB
89	61/1b9a0f	24697	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5405022)	COMPLETED	0	2023-10-27 11:35:03.617	1.6s	0ms	260.9%	6.2 MB	13.5 MB	7.6 MB	405.5 KB
90	24/60e562	24764	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5405022)	COMPLETED	0	2023-10-27 11:35:05.220	1.5s	1s	298.6%	5.5 MB	12.8 MB	7.6 MB	295.4 KB
91	61/bfe4ea	24836	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-27 11:35:06.740	1.7s	0ms	129.8%	6.6 MB	220.9 MB	4.7 MB	5.4 KB
94	3b/c8ed63	24922	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-27 11:35:08.490	1.4s	0ms	119.1%	3.2 MB	5.4 MB	110.2 KB	4.9 KB
98	33/313134	25016	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-27 11:35:09.884	1.4s	0ms	121.2%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
