task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
19	ad/b49440	7559	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5405022)	COMPLETED	0	2023-10-27 14:36:02.660	14.4s	12s	298.3%	311 MB	3.9 GB	27.9 MB	3.7 MB
20	27/4e92e6	7626	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5405022)	COMPLETED	0	2023-10-27 14:36:17.058	1m 8s	1m 6s	399.9%	95.1 MB	950.8 MB	92.7 MB	84.5 MB
21	97/340399	7748	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5181310)	COMPLETED	0	2023-10-27 14:37:25.064	20.6s	17s	264.1%	768.8 MB	3.8 GB	60.2 MB	3.8 MB
22	4b/2ec799	7849	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5181310)	COMPLETED	0	2023-10-27 14:37:45.728	22m 1s	21m 58s	402.2%	116.6 MB	958.2 MB	820.8 MB	807.8 MB
23	12/20eee3	8160	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5743893)	COMPLETED	0	2023-10-27 14:59:46.403	11.2s	9s	263.3%	357.6 MB	3.8 GB	26.8 MB	3.8 MB
24	28/c6b3db	8242	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5743893)	COMPLETED	0	2023-10-27 14:59:57.675	1m 48s	1m 47s	401.4%	114.6 MB	950.8 MB	116.8 MB	107.1 MB
25	66/c3b6da	8314	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5556343)	COMPLETED	0	2023-10-27 15:01:46.102	13.6s	11s	288.0%	771.2 MB	3.8 GB	29.5 MB	3.8 MB
26	1d/e8d661	8392	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5556343)	COMPLETED	0	2023-10-27 15:01:59.735	3m 20s	3m 19s	405.9%	117.5 MB	957.6 MB	173.2 MB	163.5 MB
27	1a/8eec76	8466	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (SRR13500958)	COMPLETED	0	2023-10-27 15:05:19.912	13.2s	11s	271.5%	437 MB	3.9 GB	33.6 MB	3.9 MB
28	85/094374	8543	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (SRR13500958)	COMPLETED	0	2023-10-27 15:05:33.124	1m 58s	1m 56s	407.2%	136.3 MB	973.3 MB	92.5 MB	83 MB
29	8e/cc43bb	8611	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-27 15:07:30.747	2.2s	1s	343.3%	18.2 MB	3.4 GB	7.8 MB	7.4 MB
6	c7/c7efde	8695	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_human.tar.gz)	FAILED	2	2023-10-27 15:07:32.922	9.7s	9.7s	-	-	-	-	-
30	c9/bfe6eb	8775	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-27 15:07:42.682	11.1s	10s	307.6%	727.9 MB	3.8 GB	35.5 MB	32.4 MB
